0,1,2,3,4,5,6,7,8,9
157.30288696289062,129.7300567626953,80.32757568359375,56.65937423706055,57.214534759521484,52.357208251953125,47.198394775390625,38.905906677246094,36.10342025756836,32.67070007324219
